"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	83	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	49	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1128	20441441	5.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Asthma, unspecified"	"J45.9"	292	20441441	1.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Status asthmaticus"	"J46"	33	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Bronchiectasis"	"J47"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pneumonitis due to food and vomit"	"J69.0"	231	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Adult respiratory distress syndrome"	"J80"	52	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pulmonary oedema"	"J81"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alveolar and parietoalveolar conditions"	"J84.0"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	102	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Interstitial pulmonary disease, unspecified"	"J84.9"	119	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Gangrene and necrosis of lung"	"J85.0"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pyothorax without fistula"	"J86.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pleural effusion, not elsewhere classified"	"J90"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute respiratory failure"	"J96.0"	85	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic respiratory failure"	"J96.1"	93	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Respiratory failure, unspecified"	"J96.9"	125	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other disorders of lung"	"J98.4"	49	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified respiratory disorders"	"J98.8"	19	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Respiratory disorder, unspecified"	"J98.9"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Oesophagitis"	"K20"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified diseases of stomach and duodenum"	"K31.8"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disease of stomach and duodenum, unspecified"	"K31.9"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Crohn disease, unspecified"	"K50.9"	35	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute vascular disorders of intestine"	"K55.0"	49	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Vascular disorder of intestine, unspecified"	"K55.9"	132	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Volvulus"	"K56.2"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other and unspecified intestinal obstruction"	"K56.6"	79	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Perforation of intestine (nontraumatic)"	"K63.1"	64	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute peritonitis"	"K65.0"	59	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Peritonitis, unspecified"	"K65.9"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Haemoperitoneum"	"K66.1"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic fatty liver"	"K70.0"	81	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic hepatitis"	"K70.1"	215	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic cirrhosis of liver"	"K70.3"	1655	20441441	8.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic hepatic failure"	"K70.4"	199	20441441	1.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcoholic liver disease, unspecified"	"K70.9"	217	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute and subacute hepatic failure"	"K72.0"	83	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hepatic failure, unspecified"	"K72.9"	193	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Primary biliary cirrhosis"	"K74.3"	22	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other and unspecified cirrhosis of liver"	"K74.6"	1020	20441441	5.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Autoimmune hepatitis"	"K75.4"	40	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	162	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Hepatorenal syndrome"	"K76.7"	38	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Liver disease, unspecified"	"K76.9"	195	20441441	1.0
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute cholecystitis"	"K81.0"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cholecystitis, unspecified"	"K81.9"	22	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cholangitis"	"K83.0"	27	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Alcohol-induced acute pancreatitis"	"K85.2"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute pancreatitis, unspecified"	"K85.9"	103	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other chronic pancreatitis"	"K86.1"	29	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	186	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cellulitis of other parts of limb"	"L03.1"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cellulitis, unspecified"	"L03.9"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	27	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	22	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Discoid lupus erythematosus"	"L93.0"	23	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pyogenic arthritis, unspecified"	"M00.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Rheumatoid arthritis, unspecified"	"M06.9"	46	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Thrombotic microangiopathy"	"M31.1"	19	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	142	20441441	0.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Systemic lupus erythematosus, unspecified"	"M32.9"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other forms of systemic sclerosis"	"M34.8"	58	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Systemic sclerosis, unspecified"	"M34.9"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other overlap syndromes"	"M35.1"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Ischaemic infarction of muscle"	"M62.2"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified disorders of muscle"	"M62.8"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Necrotizing fasciitis"	"M72.6"	60	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Osteomyelitis, unspecified"	"M86.9"	40	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute tubulo-interstitial nephritis"	"N10"	14	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	33	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Acute renal failure, unspecified"	"N17.9"	142	20441441	0.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic kidney disease, stage 5"	"N18.5"	548	20441441	2.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Chronic renal failure, unspecified"	"N18.9"	78	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified renal failure"	"N19"	120	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Calculus of kidney"	"N20.0"	18	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified disorders of kidney and ureter"	"N28.8"	80	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Disorder of kidney and ureter, unspecified"	"N28.9"	30	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Urinary tract infection, site not specified"	"N39.0"	179	20441441	0.9
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Spina bifida, unspecified"	"Q05.9"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Tetralogy of Fallot"	"Q21.3"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Congenital malformation of heart, unspecified"	"Q24.9"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Polycystic kidney, unspecified"	"Q61.3"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Down syndrome, unspecified"	"Q90.9"	151	20441441	0.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Asphyxia"	"R09.0"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Respiratory arrest"	"R09.2"	26	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other and unspecified convulsions"	"R56.8"	64	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Cardiogenic shock"	"R57.0"	30	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Shock, unspecified"	"R57.9"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Haemorrhage, not elsewhere classified"	"R58"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other lack of expected normal physiological development"	"R62.8"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other specified general symptoms and signs"	"R68.8"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other ill-defined and unspecified causes of mortality"	"R99"	460	20441441	2.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"COVID-19"	"U07.1"	5579	20441441	27.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	103	20441441	0.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	167	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V23.5"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Motorcycle rider injured in noncollision transport accident, passenger injured in traffic accident"	"V28.5"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	73	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	26	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	32	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	21	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	16	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	36	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	224	20441441	1.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	452	20441441	2.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Fall on same level from slipping, tripping and stumbling"	"W01"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Fall on and from stairs and steps"	"W10"	39	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Other fall on same level"	"W18"	114	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified fall"	"W19"	136	20441441	0.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in bath-tub"	"W65"	48	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in swimming-pool"	"W67"	20	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Drowning and submersion while in natural water"	"W69"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified drowning and submersion"	"W74"	15	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Inhalation of gastric contents"	"W78"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	44	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	70	20441441	0.3
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Unspecified threat to breathing"	"W84"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Exposure to uncontrolled fire in building or structure"	"X00"	91	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Exposure to excessive natural heat"	"X30"	24	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Exposure to excessive natural cold"	"X31"	29	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	38	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	749	20441441	3.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1934	20441441	9.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	2547	20441441	12.5
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to alcohol"	"X45"	165	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	43	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	10	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	121	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	116	20441441	0.6
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	34	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	340	20441441	1.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	47	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	441	20441441	2.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by drowning and submersion"	"X71"	33	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by handgun discharge"	"X72"	167	20441441	0.8
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	23	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	351	20441441	1.7
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by smoke, fire and flames"	"X76"	12	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by sharp object"	"X78"	37	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by jumping from a high place"	"X80"	45	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by jumping or lying before moving object"	"X81"	26	20441441	0.1
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Intentional self-harm by crashing of motor vehicle"	"X82"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by hanging, strangulation and suffocation"	"X91"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by handgun discharge"	"X93"	31	20441441	0.2
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	17	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by other and unspecified firearm discharge"	"X95"	293	20441441	1.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by smoke, fire and flames"	"X97"	11	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by sharp object"	"X99"	88	20441441	0.4
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by other specified means"	"Y08"	13	20441441	Unreliable
	"45-54 years"	"45-54"	"Female"	"F"	"2020"	"2020"	"Assault by unspecified means"	"Y09"	56	20441441	0.3
